Time,Acceleration,Velocity,Height,Mass,Thrust
3.440000,0.000000,158.404725,291.987778,0.113000,0.000000
3.450000,0.000000,158.306655,293.570845,0.113000,0.000000
3.460000,0.000000,158.208585,295.152931,0.113000,0.000000
3.470000,0.000000,158.110515,296.734036,0.113000,0.000000
3.480000,0.000000,158.012445,298.314160,0.113000,0.000000
3.490000,0.000000,157.914375,299.893304,0.113000,0.000000
3.500000,0.000000,157.816305,301.471467,0.113000,0.000000
3.510000,0.000000,157.718235,303.048649,0.113000,0.000000
3.520000,0.000000,157.620165,304.624851,0.113000,0.000000
3.530000,0.000000,157.522095,306.200072,0.113000,0.000000
3.540000,0.000000,157.424025,307.774312,0.113000,0.000000
3.550000,0.000000,157.325955,309.347572,0.113000,0.000000
3.560000,0.000000,157.227885,310.919851,0.113000,0.000000
3.570000,0.000000,157.129815,312.491149,0.113000,0.000000
3.580000,0.000000,157.031745,314.061466,0.113000,0.000000
3.590000,0.000000,156.933675,315.630803,0.113000,0.000000
3.600000,0.000000,156.835605,317.199159,0.113000,0.000000
3.610000,0.000000,156.737535,318.766534,0.113000,0.000000
3.620000,0.000000,156.639465,320.332929,0.113000,0.000000
3.630000,0.000000,156.541395,321.898343,0.113000,0.000000
3.640000,0.000000,156.443325,323.462776,0.113000,0.000000
3.650000,0.000000,156.345255,325.026229,0.113000,0.000000
3.660000,0.000000,156.247185,326.588701,0.113000,0.000000
3.670000,0.000000,156.149115,328.150192,0.113000,0.000000
3.680000,0.000000,156.051045,329.710702,0.113000,0.000000
3.690000,0.000000,155.952975,331.270232,0.113000,0.000000
3.700000,0.000000,155.854905,332.828781,0.113000,0.000000
3.710000,0.000000,155.756835,334.386349,0.113000,0.000000
3.720000,0.000000,155.658765,335.942937,0.113000,0.000000
3.730000,0.000000,155.560695,337.498544,0.113000,0.000000
3.740000,0.000000,155.462625,339.053170,0.113000,0.000000
3.750000,0.000000,155.364555,340.606816,0.113000,0.000000
3.760000,0.000000,155.266485,342.159481,0.113000,0.000000
3.770000,0.000000,155.168415,343.711165,0.113000,0.000000
3.780000,0.000000,155.070345,345.261868,0.113000,0.000000
3.790000,0.000000,154.972275,346.811591,0.113000,0.000000
3.800000,0.000000,154.874205,348.360333,0.113000,0.000000
3.810000,0.000000,154.776135,349.908094,0.113000,0.000000
3.820000,0.000000,154.678065,351.454875,0.113000,0.000000
3.830000,0.000000,154.579995,353.000675,0.113000,0.000000
3.840000,0.000000,154.481925,354.545494,0.113000,0.000000
3.850000,0.000000,154.383855,356.089333,0.113000,0.000000
3.860000,0.000000,154.285785,357.632191,0.113000,0.000000
3.870000,0.000000,154.187715,359.174068,0.113000,0.000000
3.880000,0.000000,154.089645,360.714964,0.113000,0.000000
3.890000,0.000000,153.991575,362.254880,0.113000,0.000000
3.900000,0.000000,153.893505,363.793815,0.113000,0.000000
3.910000,0.000000,153.795435,365.331769,0.113000,0.000000
3.920000,0.000000,153.697365,366.868743,0.113000,0.000000
3.930000,0.000000,153.599295,368.404736,0.113000,0.000000
3.940000,0.000000,153.501225,369.939748,0.113000,0.000000
3.950000,0.000000,153.403155,371.473780,0.113000,0.000000
3.960000,0.000000,153.305085,373.006831,0.113000,0.000000
3.970000,0.000000,153.207015,374.538901,0.113000,0.000000
3.980000,0.000000,153.108945,376.069990,0.113000,0.000000
3.990000,0.000000,153.010875,377.600099,0.113000,0.000000
4.000000,0.000000,152.912805,379.129227,0.113000,0.000000
4.010000,0.000000,152.814735,380.657374,0.113000,0.000000
4.020000,0.000000,152.716665,382.184541,0.113000,0.000000
4.030000,0.000000,152.618595,383.710727,0.113000,0.000000
4.040000,0.000000,152.520525,385.235932,0.113000,0.000000
4.050000,0.000000,152.422455,386.760157,0.113000,0.000000
4.060000,0.000000,152.324385,388.283401,0.113000,0.000000
4.070000,0.000000,152.226315,389.805664,0.113000,0.000000
4.080000,0.000000,152.128245,391.326946,0.113000,0.000000
4.090000,0.000000,152.030175,392.847248,0.113000,0.000000
4.100000,0.000000,151.932105,394.366569,0.113000,0.000000
4.110000,0.000000,151.834035,395.884909,0.113000,0.000000
4.120000,0.000000,151.735965,397.402269,0.113000,0.000000
4.130000,0.000000,151.637895,398.918648,0.113000,0.000000
4.140000,0.000000,151.539825,400.434046,0.113000,0.000000
4.150000,0.000000,151.441755,401.948464,0.113000,0.000000
4.160000,0.000000,151.343685,403.461901,0.113000,0.000000
4.170000,0.000000,151.245615,404.974357,0.113000,0.000000
4.180000,0.000000,151.147545,406.485832,0.113000,0.000000
4.190000,0.000000,151.049475,407.996327,0.113000,0.000000
4.200000,0.000000,150.951405,409.505841,0.113000,0.000000
4.210000,0.000000,150.853335,411.014374,0.113000,0.000000
4.220000,0.000000,150.755265,412.521927,0.113000,0.000000
4.230000,0.000000,150.657195,414.028499,0.113000,0.000000
4.240000,0.000000,150.559125,415.534090,0.113000,0.000000
4.250000,0.000000,150.461055,417.038701,0.113000,0.000000
4.260000,0.000000,150.362985,418.542331,0.113000,0.000000
4.270000,0.000000,150.264915,420.044980,0.113000,0.000000
4.280000,0.000000,150.166845,421.546648,0.113000,0.000000
4.290000,0.000000,150.068775,423.047336,0.113000,0.000000
4.300000,0.000000,149.970705,424.547043,0.113000,0.000000
4.310000,0.000000,149.872635,426.045769,0.113000,0.000000
4.320000,0.000000,149.774565,427.543515,0.113000,0.000000
4.330000,0.000000,149.676495,429.040280,0.113000,0.000000
4.340000,0.000000,149.578425,430.536064,0.113000,0.000000
4.350000,0.000000,149.480355,432.030868,0.113000,0.000000
4.360000,0.000000,149.382285,433.524691,0.113000,0.000000
4.370000,0.000000,149.284215,435.017533,0.113000,0.000000
4.380000,0.000000,149.186145,436.509394,0.113000,0.000000
4.390000,0.000000,149.088075,438.000275,0.113000,0.000000
4.400000,0.000000,148.990005,439.490175,0.113000,0.000000
4.410000,0.000000,148.891935,440.979094,0.113000,0.000000
4.420000,0.000000,148.793865,442.467033,0.113000,0.000000
4.430000,0.000000,148.695795,443.953991,0.113000,0.000000
4.440000,0.000000,148.597725,445.439968,0.113000,0.000000
4.450000,0.000000,148.499655,446.924965,0.113000,0.000000
4.460000,0.000000,148.401585,448.408981,0.113000,0.000000
4.470000,0.000000,148.303515,449.892016,0.113000,0.000000
4.480000,0.000000,148.205445,451.374070,0.113000,0.000000
4.490000,0.000000,148.107375,452.855144,0.113000,0.000000
4.500000,0.000000,148.009305,454.335237,0.113000,0.000000
4.510000,0.000000,147.911235,455.814349,0.113000,0.000000
4.520000,0.000000,147.813165,457.292481,0.113000,0.000000
4.530000,0.000000,147.715095,458.769632,0.113000,0.000000
4.540000,0.000000,147.617025,460.245802,0.113000,0.000000
4.550000,0.000000,147.518955,461.720992,0.113000,0.000000
4.560000,0.000000,147.420885,463.195201,0.113000,0.000000
4.570000,0.000000,147.322815,464.668429,0.113000,0.000000
4.580000,0.000000,147.224745,466.140676,0.113000,0.000000
4.590000,0.000000,147.126675,467.611943,0.113000,0.000000
4.600000,0.000000,147.028605,469.082229,0.113000,0.000000
4.610000,0.000000,146.930535,470.551534,0.113000,0.000000
4.620000,0.000000,146.832465,472.019859,0.113000,0.000000
4.630000,0.000000,146.734395,473.487203,0.113000,0.000000
